LSID	URI	Title	Year	Date Published	Citation	ContainedIn	Edition	ShortTitle	Publisher
urn:lsid:biodiversity.org.au:apni.publication:181154	http://biodiversity.org.au/apni.publication/181154	Womersley, H.B.S., The marine benthic flora of southern Australia. 1984-.		1984-	Womersley, H.B.S., The marine benthic flora of southern Australia. 1984-.	urn:lsid:biodiversity.org.au:apni.publication:181132			South Australian Government Printer or ABRS
urn:lsid:biodiversity.org.au:apni.publication:181155	http://biodiversity.org.au/apni.publication/181155	Dawson, J.W., Flore de la Nouvelle-Caledonie et Dependances. 1992.		1992	Dawson, J.W., Flore de la Nouvelle-Caledonie et Dependances. 1992.				Museum National D'Histoire Naturelle
urn:lsid:biodiversity.org.au:apni.publication:181248	http://biodiversity.org.au/apni.publication/181248	Journal of the Department of Agriculture, Western Australia ser. 2. 1924-1951.		1924-1951	Journal of the Department of Agriculture, Western Australia ser. 2. 1924-1951.				
urn:lsid:biodiversity.org.au:apni.publication:181157	http://biodiversity.org.au/apni.publication/181157	Sharp, D. & Simon, B.K., AusGrass - Grasses of Australia. 2002.		2002	Sharp, D. & Simon, B.K., AusGrass - Grasses of Australia. 2002.				ABRS and EPA
urn:lsid:biodiversity.org.au:apni.publication:181162	http://biodiversity.org.au/apni.publication/181162	Records of the Auckland Institute and Museum. 1930-.		1930-	Records of the Auckland Institute and Museum. 1930-.				Auckland Institute and Museum
urn:lsid:biodiversity.org.au:apni.publication:181164	http://biodiversity.org.au/apni.publication/181164	Aston, H.I., Supplement to Aquatic Plants of Australia. 1977.		1977	Aston, H.I., Supplement to Aquatic Plants of Australia. 1977.				Melbourne University Press
urn:lsid:biodiversity.org.au:apni.publication:181166	http://biodiversity.org.au/apni.publication/181166	Blumea Supplementary Series. 1937-.		1937-	Blumea Supplementary Series. 1937-.				Rijksherbarium
urn:lsid:biodiversity.org.au:apni.publication:181167	http://biodiversity.org.au/apni.publication/181167	Memoires du Museum d'Histoire Naturelle. Serie B, botanique.  Paris. 1950-.		1950-	Memoires du Museum d'Histoire Naturelle. Serie B, botanique.  Paris. 1950-.				
urn:lsid:biodiversity.org.au:apni.publication:181168	http://biodiversity.org.au/apni.publication/181168	Wheeler, J.R., Marchant, N.G. & Lewington, M., Flora of the South West. 2002.		2002	Wheeler, J.R., Marchant, N.G. & Lewington, M., Flora of the South West. 2002.				Australian Biological Resources Study
urn:lsid:biodiversity.org.au:apni.publication:182120	http://biodiversity.org.au/apni.publication/182120	Annuario del Reale Istituto Botanico di Roma. 1884-1898, 1900-1908.		1884-1898, 1900-1908	Annuario del Reale Istituto Botanico di Roma. 1884-1898, 1900-1908.			Annuario Reale Ist. Bot. Roma	
urn:lsid:biodiversity.org.au:apni.publication:182121	http://biodiversity.org.au/apni.publication/182121	Journal of the College of Science, Imperial University of Tokyo. 1887-1925.		1887-1925	Journal of the College of Science, Imperial University of Tokyo. 1887-1925.			J. Coll. Sci. Imp. Univ. Tokyo	
urn:lsid:biodiversity.org.au:apni.publication:182122	http://biodiversity.org.au/apni.publication/182122	George, A.S., Flora of Australia. 1992.		1992	George, A.S., Flora of Australia. 1992.			Fl. Australia	Australian Government Publishing Service
urn:lsid:biodiversity.org.au:apni.publication:182123	http://biodiversity.org.au/apni.publication/182123	Luyken, J.A., Tentamen Historiae Lichenum in Genere cui accedunt primae lineae distributiones novae. 1809.		1809	Luyken, J.A., Tentamen Historiae Lichenum in Genere cui accedunt primae lineae distributiones novae. 1809.			Tent. Hist. Lich. (Gen.)	
urn:lsid:biodiversity.org.au:apni.publication:182124	http://biodiversity.org.au/apni.publication/182124	Acharius, E., Lichenographia Universalis. 1810.		1810	Acharius, E., Lichenographia Universalis. 1810.			Lichenogr. Universalis	
urn:lsid:biodiversity.org.au:apni.publication:182125	http://biodiversity.org.au/apni.publication/182125	Nylander, W., Lichenes Scandinaviae. 1861.		1861	Nylander, W., Lichenes Scandinaviae. 1861.			Lich. Scand.	
urn:lsid:biodiversity.org.au:apni.publication:182126	http://biodiversity.org.au/apni.publication/182126	Massalongo, A.B., Ricerche Sull' Autonomia dei Licheni Crostosi. 1852.		1852	Massalongo, A.B., Ricerche Sull' Autonomia dei Licheni Crostosi. 1852.			Ric. Auton. Lich. Crost.	
urn:lsid:biodiversity.org.au:apni.publication:182127	http://biodiversity.org.au/apni.publication/182127	Cohn, F., Kryptogamen-Flora von Schlesien Flechten. 1876-1908.		1876-1908	Cohn, F., Kryptogamen-Flora von Schlesien Flechten. 1876-1908.			Kryptog. von Schliessen	
urn:lsid:biodiversity.org.au:apni.publication:182128	http://biodiversity.org.au/apni.publication/182128	Lichenologist. 1958+.		1958+	Lichenologist. 1958+.			Lichenologist	British Lichen Society
urn:lsid:biodiversity.org.au:apni.publication:182129	http://biodiversity.org.au/apni.publication/182129	Zahlbruckner, A., Catalogus Lichenum Universalis. 1921 - 1940.		1921 - 1940	Zahlbruckner, A., Catalogus Lichenum Universalis. 1921 - 1940.			Cat. Lich. Univ.	
urn:lsid:biodiversity.org.au:apni.publication:182130	http://biodiversity.org.au/apni.publication/182130	Tuckerman, E., Synopsis of the North American Lichens. 1882.		1882	Tuckerman, E., Synopsis of the North American Lichens. 1882.			Syn. N. Amer. Lich.	
urn:lsid:biodiversity.org.au:apni.publication:182131	http://biodiversity.org.au/apni.publication/182131	Hoffmann, G.F., Descriptio et Adumbratio Plantarum e Classe Cryptogamica. 1789 - 1801.		1789 - 1801	Hoffmann, G.F., Descriptio et Adumbratio Plantarum e Classe Cryptogamica. 1789 - 1801.				
urn:lsid:biodiversity.org.au:apni.publication:182132	http://biodiversity.org.au/apni.publication/182132	Bulletin de la Societe Linneene de Normandie, ser. 2.			Bulletin de la Societe Linneene de Normandie, ser. 2.			Bull.Soc.Linn.Normandie	
urn:lsid:biodiversity.org.au:apni.publication:182133	http://biodiversity.org.au/apni.publication/182133	Acharius, E., Methodus. 1803.		1803	Acharius, E., Methodus. 1803.			Methodus	
urn:lsid:biodiversity.org.au:apni.publication:182134	http://biodiversity.org.au/apni.publication/182134	Florke, H.G., De Cladoniis. 1828.		1828	Florke, H.G., De Cladoniis. 1828.			De Cladon.	
urn:lsid:biodiversity.org.au:apni.publication:182135	http://biodiversity.org.au/apni.publication/182135	Acharius, E., Synopsis Methodica Lichenum. 1814.		1814	Acharius, E., Synopsis Methodica Lichenum. 1814.			Syn. Meth. Lich.	
urn:lsid:biodiversity.org.au:apni.publication:182136	http://biodiversity.org.au/apni.publication/182136	Fee, A.L.A., Essai sur les Cryptogames des Ecorces Exotiques Officinales. 1824 - 1837.		1824 - 1837	Fee, A.L.A., Essai sur les Cryptogames des Ecorces Exotiques Officinales. 1824 - 1837.			Essai crypt, écorc	
urn:lsid:biodiversity.org.au:apni.publication:182137	http://biodiversity.org.au/apni.publication/182137	Fries, E.M., Novae Schedulae Criticae de lichenibus suecanis.			Fries, E.M., Novae Schedulae Criticae de lichenibus suecanis.			Nov. Sched. Crit.	
urn:lsid:biodiversity.org.au:apni.publication:182138	http://biodiversity.org.au/apni.publication/182138	Revue de Botanique, Bulletin Mensuel. 1882-95.		1882-95	Revue de Botanique, Bulletin Mensuel. 1882-95.			Rev. Bot. Bull. Mens.	Société Française de Botanique
urn:lsid:biodiversity.org.au:apni.publication:182139	http://biodiversity.org.au/apni.publication/182139	Nylander, W., Synopsis Methodica Lichenum. 1858 - 1869.		1858 - 1869	Nylander, W., Synopsis Methodica Lichenum. 1858 - 1869.			Syn. meth. lich.	
urn:lsid:biodiversity.org.au:apni.publication:182140	http://biodiversity.org.au/apni.publication/182140	Philippia. 1970+.		1970+	Philippia. 1970+.			Philippia	
urn:lsid:biodiversity.org.au:apni.publication:182141	http://biodiversity.org.au/apni.publication/182141	Revue Mycologique. 1878-1906.		1878-1906	Revue Mycologique. 1878-1906.			Rev. Mycol. (Toulouse)	
urn:lsid:biodiversity.org.au:apni.publication:182142	http://biodiversity.org.au/apni.publication/182142	Acta Geographica.			Acta Geographica.			Acta Geogr. (Helsinki)	
urn:lsid:biodiversity.org.au:apni.publication:182143	http://biodiversity.org.au/apni.publication/182143	Sandstede, H., Cladoniae Exsiccatae. 1930 - 1932.		1930 - 1932	Sandstede, H., Cladoniae Exsiccatae. 1930 - 1932.				
urn:lsid:biodiversity.org.au:apni.publication:182144	http://biodiversity.org.au/apni.publication/182144	Uebers. Arbeiten Verand. Schles. Ges. Vaterl. Kultur.			Uebers. Arbeiten Verand. Schles. Ges. Vaterl. Kultur.				
urn:lsid:biodiversity.org.au:apni.publication:182145	http://biodiversity.org.au/apni.publication/182145	Kurtziana. 1961-.		1961-	Kurtziana. 1961-.				
urn:lsid:biodiversity.org.au:apni.publication:182146	http://biodiversity.org.au/apni.publication/182146	Scottish Naturalist, n. ser.. 1871-91.		1871-91	Scottish Naturalist, n. ser.. 1871-91.			Scott. Naturalist (Perth)	
urn:lsid:biodiversity.org.au:apni.publication:182147	http://biodiversity.org.au/apni.publication/182147	Goebel, K.C.T.F. & Kunze, G., Pharmaceutische Waarenkunde. 1827-1834.		1827-1834	Goebel, K.C.T.F. & Kunze, G., Pharmaceutische Waarenkunde. 1827-1834.			Pharm. Waarenk.	J.F. Bärecke
urn:lsid:biodiversity.org.au:apni.publication:182148	http://biodiversity.org.au/apni.publication/182148	Archo bot. Sist. Fito-geogr. Genet..			Archo bot. Sist. Fito-geogr. Genet..			Archo bot. Sist. Fito-geogr. Genet.	
urn:lsid:biodiversity.org.au:apni.publication:182149	http://biodiversity.org.au/apni.publication/182149	Norwegian Journal of Botany. 1971-1980.		1971-1980	Norwegian Journal of Botany. 1971-1980.			Norweg. J. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182150	http://biodiversity.org.au/apni.publication/182150	Luerssen, C., Filices Graeffeanae. 1871.		1871	Luerssen, C., Filices Graeffeanae. 1871.				
urn:lsid:biodiversity.org.au:apni.publication:182155	http://biodiversity.org.au/apni.publication/182155	Zwackh-Holzhausen, W., Rev. Cladonia. 1888.		1888	Zwackh-Holzhausen, W., Rev. Cladonia. 1888.				
urn:lsid:biodiversity.org.au:apni.publication:182156	http://biodiversity.org.au/apni.publication/182156	Fries, E.M., Lichenographia Europaea Reformata. 1831.		1831	Fries, E.M., Lichenographia Europaea Reformata. 1831.			Lichenogr. eur. reform.	
urn:lsid:biodiversity.org.au:apni.publication:182157	http://biodiversity.org.au/apni.publication/182157	Schrader, H.A., Spicilegium Florae Germanicae. 1794.		1794	Schrader, H.A., Spicilegium Florae Germanicae. 1794.			Spic. Fl. Germ.	
urn:lsid:biodiversity.org.au:apni.publication:182158	http://biodiversity.org.au/apni.publication/182158	Withering, W., Botanical Arrangement of all the Vegetables Naturally Growing in Great Britain. 1776.		1776	Withering, W., Botanical Arrangement of all the Vegetables Naturally Growing in Great Britain. 1776.			Bot. Arr. Veg. Gr. Brit.	
urn:lsid:biodiversity.org.au:apni.publication:182159	http://biodiversity.org.au/apni.publication/182159	Ehrhart, J.F., Plantae Cryptogamae Linneae. 1785-1795.		1785-1795	Ehrhart, J.F., Plantae Cryptogamae Linneae. 1785-1795.			Pl. Cryptog. Linn.	
urn:lsid:biodiversity.org.au:apni.publication:182160	http://biodiversity.org.au/apni.publication/182160	Elix, J.A., Lichenes Australasici Exsiccati. 1990.		1990	Elix, J.A., Lichenes Australasici Exsiccati. 1990.				
urn:lsid:biodiversity.org.au:apni.publication:182161	http://biodiversity.org.au/apni.publication/182161	Schaerer, L.E., Lichenum Helveticorum Spicilegium. 1823 - 1852.		1823 - 1852	Schaerer, L.E., Lichenum Helveticorum Spicilegium. 1823 - 1852.			Lich. Helv. Spic.	
urn:lsid:biodiversity.org.au:apni.publication:182162	http://biodiversity.org.au/apni.publication/182162	Schaerer, L.E., Enumeratio Critica Lichenum Europaeorum. 1850.		1850	Schaerer, L.E., Enumeratio Critica Lichenum Europaeorum. 1850.			Enum. Crit. Lich. Eur.	
urn:lsid:biodiversity.org.au:apni.publication:182163	http://biodiversity.org.au/apni.publication/182163	Parrique, G, Lich. Fl. St. Omer..			Parrique, G, Lich. Fl. St. Omer..			Lich. Fl. St. Omer.	
urn:lsid:biodiversity.org.au:apni.publication:182164	http://biodiversity.org.au/apni.publication/182164	Zwackh-Holzhausen, W., Lich. Exsiccata.			Zwackh-Holzhausen, W., Lich. Exsiccata.				
urn:lsid:biodiversity.org.au:apni.publication:182165	http://biodiversity.org.au/apni.publication/182165	Selectus e Seminario horti academici Dresdensis.			Selectus e Seminario horti academici Dresdensis.				
urn:lsid:biodiversity.org.au:apni.publication:182166	http://biodiversity.org.au/apni.publication/182166	Filson, R.B. & Rogers, R.W., Lichens of South Australia. 1979.		1979	Filson, R.B. & Rogers, R.W., Lichens of South Australia. 1979.				S.A. Govt Pr
urn:lsid:biodiversity.org.au:apni.publication:182167	http://biodiversity.org.au/apni.publication/182167	Mawson, D., British, Australian and New Zealand Antarctic Research Expedition 1929-1931 Reports, series B. 1937-1975.		1937-1975	Mawson, D., British, Australian and New Zealand Antarctic Research Expedition 1929-1931 Reports, series B. 1937-1975.			BANZ Antarct. Res. Exped. 1929-31 Repts, ser. B	
urn:lsid:biodiversity.org.au:apni.publication:182168	http://biodiversity.org.au/apni.publication/182168	Bibliotheca Lichenologica. 1973+.		1973+	Bibliotheca Lichenologica. 1973+.			Biblioth. Lichenol.	
urn:lsid:biodiversity.org.au:apni.publication:182169	http://biodiversity.org.au/apni.publication/182169	Duke, N.C., Australia's mangroves. 2006.		2006	Duke, N.C., Australia's mangroves. 2006.				University of Queensland and Norman C. Duke
urn:lsid:biodiversity.org.au:apni.publication:182170	http://biodiversity.org.au/apni.publication/182170	Systema Ascomycetum. 1982+.		1982+	Systema Ascomycetum. 1982+.			Syst. Ascomycetum	
urn:lsid:biodiversity.org.au:apni.publication:182171	http://biodiversity.org.au/apni.publication/182171	Curtis, M.A., Geological and Natural History Survey of North Carolina, part. III.  Botany: containing a catalogue of the indigenous and naturalized plants of the state.. 1867.		1867	Curtis, M.A., Geological and Natural History Survey of North Carolina, part. III.  Botany: containing a catalogue of the indigenous and naturalized plants of the state.. 1867.			Geol. nat. hist. N. C. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182172	http://biodiversity.org.au/apni.publication/182172	Kunth, C.S., Synopsis Plantarum. 1822-1826.		1822-1826	Kunth, C.S., Synopsis Plantarum. 1822-1826.			Syn. Pl. (Kunth)	
urn:lsid:biodiversity.org.au:apni.publication:182173	http://biodiversity.org.au/apni.publication/182173	Annales Academiae Scientiarum Fennicae, Ser. A. 1909+.		1909+	Annales Academiae Scientiarum Fennicae, Ser. A. 1909+.			Ann. Acad. Sci. Fenn., Ser. A	
urn:lsid:biodiversity.org.au:apni.publication:182174	http://biodiversity.org.au/apni.publication/182174	Junghuhn, F.W., Plantae junghuhnianae :enumeratio plantarum, quas, in insulis Java et Sumatra. [1853?]-1857.		[1853?]-1857	Junghuhn, F.W., Plantae junghuhnianae :enumeratio plantarum, quas, in insulis Java et Sumatra. [1853?]-1857.			Pl. Jungh.	
urn:lsid:biodiversity.org.au:apni.publication:182175	http://biodiversity.org.au/apni.publication/182175	Memoires de la Societe Imperiale des Sciences Naturelles de Cherbourg. 1855-64, 1865-70.		1855-64, 1865-70	Memoires de la Societe Imperiale des Sciences Naturelles de Cherbourg. 1855-64, 1865-70.			Mem. Soc. Imp. Sci. Nat. Cherbourg	
urn:lsid:biodiversity.org.au:apni.publication:182176	http://biodiversity.org.au/apni.publication/182176	Hooker, J.D., The Cryptogamic Botany of the Antarctic Voyage of H. M. discovery ships Erebus and Terror. 1845 - 1847.		1845 - 1847	Hooker, J.D., The Cryptogamic Botany of the Antarctic Voyage of H. M. discovery ships Erebus and Terror. 1845 - 1847.				
urn:lsid:biodiversity.org.au:apni.publication:181962	http://biodiversity.org.au/apni.publication/181962	Ofversigt af Forhandlingar: Kongl. Svenska Vetenskaps-Akademien.			Ofversigt af Forhandlingar: Kongl. Svenska Vetenskaps-Akademien.			Ofvers. Kongl. Vetensk.-Akad. Forh.	
urn:lsid:biodiversity.org.au:apni.publication:181964	http://biodiversity.org.au/apni.publication/181964	Revue Bryologique. 1874-1931, 1928-1931.		1874-1931, 1928-1931	Revue Bryologique. 1874-1931, 1928-1931.			Rev. Bryol.	
urn:lsid:biodiversity.org.au:apni.publication:181965	http://biodiversity.org.au/apni.publication/181965	Opiz, P.M., Naturalientausch. 1823-30.		1823-30	Opiz, P.M., Naturalientausch. 1823-30.			Naturalientausch	
urn:lsid:biodiversity.org.au:apni.publication:182731	http://biodiversity.org.au/apni.publication/182731	Bews, J.W., The world’s grasses. 1929.		1929	Bews, J.W., The world’s grasses. 1929.				
urn:lsid:biodiversity.org.au:apni.publication:182732	http://biodiversity.org.au/apni.publication/182732	Atkinson, E.T., Himalayan Districts of the North-western Provinces of India. 1882-1886.		1882-1886	Atkinson, E.T., Himalayan Districts of the North-western Provinces of India. 1882-1886.				
urn:lsid:biodiversity.org.au:apni.publication:182733	http://biodiversity.org.au/apni.publication/182733	Colourwise: the garden innovators.			Colourwise: the garden innovators.				Yates
urn:lsid:biodiversity.org.au:apni.publication:182734	http://biodiversity.org.au/apni.publication/182734	Boletin de la Sociedad Argentina de Botanica. 1945 -.		1945 -	Boletin de la Sociedad Argentina de Botanica. 1945 -.				
urn:lsid:biodiversity.org.au:apni.publication:182735	http://biodiversity.org.au/apni.publication/182735	Turczaninowia. vol. 1+; 1998-.		vol. 1+; 1998-	Turczaninowia. vol. 1+; 1998-.			Turczaninowia	Altai State University
urn:lsid:biodiversity.org.au:apni.publication:182736	http://biodiversity.org.au/apni.publication/182736	Uppsala Universitets Arsskrift. 1861-.		1861-	Uppsala Universitets Arsskrift. 1861-.			Uppsala Univ. Arsskr.	University of Uppsala
urn:lsid:biodiversity.org.au:apni.publication:182737	http://biodiversity.org.au/apni.publication/182737	Presl, J.S., Wsobecny Rostlinopsis [Nowočeská Bibliotheka 7]. 1846.		1846	Presl, J.S., Wsobecny Rostlinopsis [Nowočeská Bibliotheka 7]. 1846.			Wsobecny Rostl.	W. Praze
urn:lsid:biodiversity.org.au:apni.publication:182738	http://biodiversity.org.au/apni.publication/182738	Doll, J.C., Flora des Grossherzogthums Baden. 1857-1862.		1857-1862	Doll, J.C., Flora des Grossherzogthums Baden. 1857-1862.			Fl. Baden [Doell]	G. Braun'sche Hofbuchhandlung
urn:lsid:biodiversity.org.au:apni.publication:182740	http://biodiversity.org.au/apni.publication/182740	Bulletin of the Tokyo Science Museum.. 1939–49.		1939–49	Bulletin of the Tokyo Science Museum.. 1939–49.			 Bull. Tokyo Sci. Mus.	
